id;0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-44;45-54;55-64;65-74
1;0.094923499669138;0.201403965707083;0.294979656092059;0.390739547620966;0.485765262912924;0.570888155724611;0.653718408286438;0.793684691343998;0.88360422355847;0.943457095932523;0.981414930122566
2;0.112493044879032;0.242845023971706;0.357431934313884;0.455943821415372;0.542541978340687;0.635190745825109;0.713762948040094;0.836154135352352;0.908477601671352;0.960297976791098;0.985975473871731
3;0.10337555337913;0.227966762106803;0.336147148023551;0.424032451694751;0.524285969033131;0.611134167432518;0.686526905643304;0.807367372709888;0.898145691644363;0.956769643185679;0.984571640118073
4;0.120474849851411;0.25867057751;0.378927714623574;0.46651833833256;0.562558056543186;0.652293528970933;0.716042187332681;0.830120117176786;0.917658358350081;0.959971306295591;0.98521086876701
5;0.102035716750936;0.203442959318878;0.330904259212394;0.432927927061294;0.5294133669992;0.617258261090397;0.692383645621373;0.805499684741734;0.902562169147467;0.953486698049674;0.984498249329466
6;0.093620139227288;0.22420294975661;0.333723065937254;0.435007154636858;0.536050497498439;0.624932722559073;0.706920580003702;0.829828349700657;0.912127263855044;0.96258376366881;0.985269110597562
7;0.085854765964595;0.189813306366533;0.295650768561388;0.400979198765062;0.480898644553166;0.568226865557246;0.648594147490312;0.777419814811409;0.869647373008061;0.931408241153376;0.977104196754528
8;0.100508695304927;0.218878776784193;0.325366657809252;0.425068548093738;0.514482840455127;0.606126897327338;0.679543606056103;0.79101310799962;0.876379547057029;0.935357224279209;0.978880745692649
9;0.075985514420067;0.176896094773624;0.279681204348993;0.376439287846756;0.466698984742684;0.549055224006805;0.618674238692222;0.747757655658414;0.845940279026338;0.92185751513296;0.970771754052241
10;0.081683124868308;0.180130941722579;0.279791919061229;0.374371681601884;0.465472509395889;0.562420465322997;0.641879860212111;0.762886667163914;0.860269529755496;0.923260913733153;0.967899487783335
11;0.076979097485393;0.165639678172485;0.269371432422444;0.364075388039213;0.455246692279306;0.540414804542029;0.620353175186656;0.76080739192257;0.856463992668624;0.924324013300352;0.969710357082992
12;0.081087040345912;0.16254027356722;0.259241888791366;0.353186051160834;0.442388793292858;0.532105542039189;0.604785035587952;0.735386680310422;0.835197604528053;0.914847405576185;0.965963257513432
13;0.075449560069408;0.1707178127383;0.264948789300553;0.353882894925507;0.440519671774982;0.523944285833972;0.602342282498464;0.742884774544201;0.844534794026979;0.918929101324396;0.971233592029726
14;0.086477216114797;0.19313703073539;0.300550243335621;0.395680523426153;0.479456195029891;0.565089716612129;0.64361619695822;0.767134717061203;0.863142652426241;0.935115270234518;0.975382892581959
15;0.089632185640285;0.179462938001883;0.279598211904027;0.382705621553464;0.472067557453762;0.561691300656663;0.63553522770536;0.780722406531084;0.876893917539098;0.93372667456966;0.971367816457147
16;0.075540051892026;0.165914006954084;0.269587370819688;0.367573265078246;0.459733475455788;0.541927281247787;0.614864796142014;0.749339445241402;0.857798615982374;0.928480190851166;0.968502125902349
17;0.068811315097769;0.149293358218116;0.241677788033145;0.32692895325481;0.403276318701676;0.485599286881813;0.561093127464501;0.7046536719212;0.833989384444087;0.91791344459122;0.970855145071625
18;0.062027813666969;0.143956416821507;0.226893231529231;0.310722974083229;0.399252538893614;0.488655698674033;0.568800642744123;0.712315751862001;0.834176181720859;0.921960676830233;0.970551632006585
19;0.058517642199143;0.129780075130688;0.210726303870741;0.294497482742646;0.37439177371561;0.452144848104977;0.518084877202313;0.670952484742693;0.807466872117388;0.904051464317977;0.96156771767023
20;0.062023520903994;0.138157653865002;0.222105742464904;0.30219574967467;0.388555979898456;0.473903537092805;0.549656046626584;0.699895965414537;0.827833698240719;0.915915544899275;0.967222823194526
21;0.066598335703341;0.146597449428773;0.232538536009612;0.319361059060395;0.399011278781119;0.481288339666069;0.549297923418059;0.703255611436264;0.835980827145874;0.916822157848076;0.969418740046661
22;0.067743625818011;0.154332331403884;0.23585278008828;0.311742288539012;0.39243708413212;0.474193569022788;0.551502704084228;0.710387627966739;0.845464409260221;0.930822019696524;0.979634459099665
23;0.065956885160702;0.143160036805163;0.229279542343231;0.309878512674951;0.384173838968337;0.458261916887185;0.527800017348364;0.677791999902548;0.811675549201902;0.905802502977095;0.964093797174912
24;0.079984880342385;0.168867230437157;0.261864497246709;0.345729263990905;0.425874986516316;0.517700270112688;0.598663399161071;0.741953592979016;0.845894394641127;0.923364462511324;0.974136612600567
25;0.068917157823489;0.164104914021153;0.251943904463237;0.341086793760925;0.424740236904204;0.517228213911156;0.600395602202493;0.74823054514742;0.868466255263052;0.941255540024026;0.980907492062272
26;0.072382747394796;0.158707969756421;0.255872526674404;0.342391665532637;0.427357875508447;0.515380468787138;0.603727647721194;0.741818936928236;0.855611170284282;0.933820182581868;0.977050479731664
27;0.07811509166155;0.158317006283179;0.241511107128463;0.341501909392481;0.427962852784205;0.534156297714691;0.620196991302387;0.761873535741952;0.876005617513433;0.943535480100468;0.979267969209454
